iso3,year,hs27_import_value,all_import_value,exp_imp,exp_imp_pct
MWI,2021,258307706.092,3073235408.556,0.08405073863618188,8.405073863618188
MWI,2022,274307268.387,1586270415.496,0.17292591837264315,17.292591837264315
MWI,2023,603210974.74,3140741580.98,0.19206004670775276,19.206004670775275
MWI,2024,545325886.546,3314859897.881,0.16450948255598843,16.450948255598842
MYS,2015,21759688880.0,176174598214.0,0.12351206757723618,12.351206757723618
MYS,2016,17359671831.0,168375228233.0,0.10310110348879493,10.310110348879494
MYS,2017,24868483837.664,194720187072.802,0.1277139479553097,12.771394795530968
MYS,2018,31354744623.969,218018425150.571,0.14381694850934887,14.381694850934887
MYS,2019,29832227290.907,205030495401.332,0.14550141544804165,14.550141544804166
MYS,2020,22648671993.709,190404531974.83,0.1189502779098923,11.895027790989229
MYS,2021,29864879130.345,238249762706.575,0.1253511390360802,12.53511390360802
MYS,2022,54916930813.204,293941168750.837,0.1868296674691222,18.682966746912218
MYS,2023,50773154872.285,265637832626.023,0.1911367607932781,19.11367607932781
MYS,2024,48960510537.024,299513574446.564,0.16346674980421966,16.346674980421966
NAM,2015,1137641608.0,7697157051.0,0.14780023331500033,14.780023331500033
NAM,2016,842741976.0,6721043529.0,0.1253885609226799,12.538856092267988
NAM,2017,686720559.592,6778202853.842,0.10131307286012474,10.131307286012474
NAM,2018,859587020.563,8288940141.342,0.10370288672682232,10.370288672682232
NAM,2019,935386258.332,6196838052.332,0.1509457323933122,15.094573239331218
NAM,2020,585052758.441,5037962985.452,0.11612883225431435,11.612883225431435
NAM,2021,876434618.86,6377224635.921,0.13743198160580794,13.743198160580794
NAM,2022,1439502559.442,7795604796.006,0.18465566137723075,18.465566137723073
NAM,2023,1534608063.044,7300233486.067,0.21021355905573505,21.021355905573504
NAM,2024,1413377349.352,8882078290.795,0.15912687358506655,15.912687358506655
NCL,2015,563922650.0,2529498893.0,0.22293848459889404,22.293848459889404
NER,2015,112170300.0,2458340984.0,0.04562845460823184,4.562845460823183
NER,2016,69405062.694,1493907381.777,0.04645874539520838,4.645874539520838
NER,2017,117581608.077,1733758071.661,0.06781892468096934,6.781892468096934
NER,2018,98622739.833,2562685931.946,0.038484130499015105,3.8484130499015103
NER,2019,129217761.224,2772506090.25,0.0466068448608343,4.66068448608343
NER,2020,120509068.125,2918562596.592,0.04129055455782179,4.129055455782179
NER,2021,145859598.015,2771789043.001,0.05262290735411763,5.262290735411763
NER,2022,240940533.835,3778999578.406,0.06375775620928485,6.3757756209284855
NER,2023,229031186.08,3149414183.21,0.07272183738201207,7.272183738201207
NER,2024,192341538.719,1501192423.907,0.12812583893703136,12.812583893703136
NGA,2015,6260946841.02,33830878655.195,0.18506604291398096,18.506604291398094
NGA,2016,10060114487.0,35194301007.0,0.28584498623794474,28.584498623794474
NGA,2017,8740669830.521,31270090265.079,0.2795217332737341,27.95217332737341
NGA,2018,12779718303.195,43011519138.034,0.29712315582674265,29.712315582674265
NGA,2019,7371317211.89,47369076912.28,0.1556145420680354,15.56145420680354
NGA,2020,8477079152.638,55455401890.467,0.1528630009639375,15.28630009639375
NGA,2021,16144370225.148,52068286983.145,0.3100614819606815,31.00614819606815
NGA,2022,24010509627.073,60671382373.661,0.39574686924385255,39.574686924385254
NGA,2023,21752856577.882,65047894217.899,0.3344129251135134,33.44129251135134
NGA,2024,15574470154.87,40967693021.417,0.38016468603023396,38.0164686030234
NIC,2015,742481989.0,5866297865.0,0.12656738646529672,12.656738646529671
NIC,2016,614676754.74,7475805835.46,0.08222214009684453,8.222214009684453
NIC,2017,668929443.5,7703836557.76,0.08683068994061068,8.683068994061067
NIC,2018,1048542060.84,7351000180.68,0.1426393735638577,14.26393735638577
NIC,2019,946670987.89,6985484651.75,0.1355197291361653,13.551972913616531
NIC,2020,632773272.88,6544995485.3,0.0966804750746128,9.66804750746128
NIC,2021,1745273351.64,9826379471.43,0.1776110272063426,17.76110272063426
NIC,2022,1837252787.05,11246653944.92,0.16335994652701735,16.335994652701736
NIC,2023,1536747718.17,10911889588.54,0.14083241089462079,14.083241089462078
NIC,2024,1468932916.0,11463316027.5,0.12814205876171375,12.814205876171375
NLD,2015,71242417267.821,412644303638.533,0.17264849324135523,17.264849324135522
NLD,2016,60475128771.889,408052965790.39,0.1482041152543762,14.82041152543762
NLD,2017,75466098287.691,461902678720.285,0.16338094963374547,16.338094963374548
NLD,2018,93969901033.22,521035627912.044,0.18035216019639075,18.035216019639076
NLD,2019,84443817615.039,514857687783.7,0.16401390057618254,16.401390057618254
NLD,2020,54920561120.914,484088530592.55,0.11345148180579351,11.34514818057935
NLD,2021,99569783336.359,623369106865.866,0.15972845339893305,15.972845339893304
NLD,2022,178727671989.093,710771871927.832,0.2514557469815576,25.14557469815576
NLD,2023,143264924503.295,655583230396.761,0.21853048989155907,21.85304898915591
NLD,2024,111386787978.635,621099715397.27,0.1793380116224806,17.93380116224806
NOR,2015,3306467926.328,76399025807.725,0.04327892785765954,4.327892785765954
NOR,2016,2584540996.0,72809787770.0,0.03549716425715108,3.549716425715108
NOR,2017,3829087323.97,85525862977.282,0.044771104209578215,4.477110420957821
NOR,2018,5535132295.168,87434996146.272,0.06330568467010796,6.330568467010796
NOR,2019,5705363760.484,86144982447.514,0.06622978609299893,6.622978609299893
NOR,2020,3584840078.81,81623755550.345,0.04391907790372245,4.391907790372245
NOR,2021,5411223017.796,99253694485.113,0.05451910929731311,5.45191092973131
NOR,2022,10919809805.255,104447980262.201,0.10454783115807939,10.454783115807938
NOR,2023,8219071056.404,96984707369.589,0.08474605202532386,8.474605202532386
NOR,2024,6597721716.665,101265912756.665,0.06515244406594024,6.515244406594024
NPL,2015,881101909.0,6612094198.0,0.13325610353018144,13.325610353018144
NPL,2016,1060795637.59,8878502224.652,0.11947912054857639,11.947912054857639
NPL,2017,1530602152.616,10037840171.907,0.15248321615039367,15.248321615039368
NPL,2018,2160946966.42,12857931259.19,0.1680633472725636,16.80633472725636
NPL,2019,2145584368.37,12325259053.55,0.17408026549770692,17.408026549770693
NPL,2020,1412662775.91,9745446138.895,0.14495619346475364,14.495619346475364
NPL,2021,2395283684.8,15830035162.61,0.1513125940779701,15.13125940779701
NPL,2022,3156843871.994,13743903611.893,0.2296904839511746,22.96904839511746
NZL,2015,3641633599.532,36528318327.835,0.09969343693429854,9.969343693429854
NZL,2016,3065631446.304,36043910189.809,0.08505268796199508,8.505268796199509
NZL,2017,3783978670.496,40128439163.468,0.09429668208826936,9.429668208826936
NZL,2018,5303526209.59,43736245673.655,0.12126157899247024,12.126157899247024
NZL,2019,4671248654.473,42271276496.209,0.11050644886231267,11.050644886231268
NZL,2020,3134529792.626,36546073557.05,0.08576926294784755,8.576926294784755
NZL,2021,3993034497.22,49221408955.709,0.08112393736662557,8.112393736662558
NZL,2022,6309058738.1,54850097456.494,0.11502365593979517,11.502365593979517
NZL,2023,7289349463.436,50459157960.121,0.14446038654067386,14.446038654067387
NZL,2024,6335805965.575,47574370693.865,0.13317687387490845,13.317687387490846
OMN,2015,3461092832.845,29007019875.714,0.11931914576797958,11.931914576797958
OMN,2016,2019352931.392,23147559849.099,0.08723826375463942,8.723826375463942
OMN,2017,1633805954.388,26434873449.21,0.06180494707217242,6.180494707217242
OMN,2018,1501889797.21,25770379212.525,0.058279693318600716,5.827969331860071
OMN,2019,360701806.288,23506693600.912,0.0153446423564225,1.53446423564225
OMN,2020,2106892556.804,28507455998.698,0.07390671959294531,7.390671959294531
OMN,2021,3567078056.836,30994759150.453,0.11508649057477402,11.508649057477403
OMN,2022,9333218721.414,38573001754.978,0.2419624684824927,24.19624684824927
OMN,2023,9283556536.837,38775376506.287,0.23941886251786035,23.941886251786034
PAK,2015,10030526302.0,43989644709.0,0.2280201708459768,22.80201708459768
PAK,2016,9528765895.0,46998269105.0,0.2027471665756785,20.27471665756785
PAK,2017,13712114359.995,57440012500.988,0.23872060194553657,23.872060194553658
PAK,2018,17153085601.709,60162862445.525,0.28511086248996903,28.511086248996904
PAK,2019,14387826303.568,50063059560.226,0.2873940672015742,28.73940672015742
PAK,2020,10313084690.031,45775135124.195,0.22529883662931877,22.529883662931876
PAK,2021,19319263236.637,72891644100.617,0.2650408489890746,26.50408489890746
PAK,2022,24751759178.545,70175991322.898,0.3527097902280527,35.27097902280527
PAK,2023,16717827190.845,50009391529.141,0.33429375322639837,33.429375322639835
PAK,2024,17796032296.627,56484445649.521,0.31506075862104016,31.506075862104016
PAN,2015,1657557414.0,22503479723.0,0.07365782689624974,7.365782689624973
PAN,2016,1583000289.0,20926278918.0,0.07564652536664618,7.564652536664617
PAN,2017,1996635476.0,21917361577.0,0.09109834999917427,9.109834999917426
PAN,2018,2404220042.0,22974913294.0,0.10464544571873848,10.464544571873848
PAN,2019,2334799805.0,21484233253.0,0.10867503519931179,10.86750351993118
PAN,2020,928128404.0,14716521688.0,0.06306710401254702,6.306710401254702
PAN,2021,2203752469.0,13312799623.0,0.16553636585896356,16.553636585896356
PAN,2022,3588541887.0,15224036569.0,0.2357155325222472,23.57155325222472
PAN,2023,2917786007.0,14520871959.0,0.20093738277139506,20.093738277139504
PAN,2024,2632362778.0,13986979422.0,0.18820094736534604,18.820094736534603
PER,2015,4233470945.93,49155719392.77,0.0861236698033693,8.61236698033693
PER,2016,4087854353.93,36147726687.666,0.11308745330656769,11.30874533065677
PER,2017,5660511950.69,39763913902.3,0.14235298780190214,14.235298780190215
PER,2018,6856221610.31,43142519807.172,0.15892028655151072,15.892028655151073
PER,2019,5965079250.29,42376434141.489,0.14076406783953158,14.076406783953157
PER,2020,3263589020.88,36064030332.602,0.09049429558430981,9.049429558430981
PER,2021,6424321121.8,51177707721.21,0.12552967703822177,12.552967703822176
PER,2022,11096831731.511,60246353945.637,0.18419092616831503,18.419092616831502
PER,2023,9277890147.48,52163918741.49,0.17786029829274647,17.786029829274646
PER,2024,9027664357.396,55026607411.735,0.1640599844698177,16.40599844698177
PHL,2015,8325172163.0,70153466327.0,0.11867085974333226,11.867085974333227
PHL,2016,8377125548.0,85908572116.0,0.09751210317741746,9.751210317741746
PHL,2017,11443069806.0,101889431966.0,0.11230870155227184,11.230870155227183
PHL,2018,13887005931.15,115038016454.94,0.12071666705579448,12.071666705579448
PHL,2019,14134294494.0,117247264757.0,0.12055116614697949,12.05511661469795
PHL,2020,8290775112.0,95066801050.0,0.08720999360901499,8.7209993609015
PHL,2021,15480615466.0,124390447217.0,0.12445180327227186,12.445180327227186
PHL,2022,25753480412.0,145880017845.0,0.176538780241743,17.6538780241743
PHL,2023,21202545289.0,133751638771.0,0.15852176080848984,15.852176080848984
PHL,2024,20251240757.0,134881084425.0,0.15014144380089567,15.014144380089567
PLW,2015,27645022.0,150315857.0,0.18391287886546792,18.39128788654679
PLW,2016,26368007.0,153508450.0,0.17176909153860911,17.17690915386091
PLW,2017,31227988.42,157813256.84,0.19787937366795935,19.787937366795934
PLW,2018,37162198.5,154412826.68,0.2406678207958313,24.06678207958313
PNG,2019,658228243.389,4969260531.751,0.13245999866242927,13.245999866242927
PNG,2020,443338136.128,4087954011.046,0.1084498834698391,10.844988346983909
PNG,2021,558157901.241,4500282793.879,0.124027294906927,12.4027294906927
PNG,2022,845931822.659,5818231094.871,0.14539330062099498,14.539330062099499
PNG,2023,1050075565.901,6174037014.268,0.1700792469294093,17.00792469294093
POL,2015,14270599110.0,189696473787.0,0.07522859452845544,7.522859452845545
POL,2016,11769673633.0,188517818933.0,0.0624326851414666,6.24326851414666
POL,2017,16133667599.0,217978575741.0,0.07401492345821116,7.401492345821116
POL,2018,23557590752.0,267699886888.0,0.08800000263674373,8.800000263674374
POL,2019,20049517728.0,246653880235.0,0.08128604224226182,8.128604224226182
POL,2020,13479078496.0,254660433330.0,0.05292961423077933,5.292961423077934
POL,2021,20974434992.0,335451322206.0,0.06252601675279622,6.252601675279622
POL,2022,37639580093.0,386969091653.0,0.09726766531201897,9.726766531201896
POL,2023,33080300020.0,371400902135.0,0.0890689813348264,8.90689813348264
POL,2024,28829545503.0,379496069834.0,0.07596796856318086,7.596796856318086
PRT,2015,8838734835.871,66909182383.971,0.1321004759129808,13.21004759129808
PRT,2016,6912159211.019,67952834136.564,0.10171995471340776,10.171995471340777
PRT,2017,9276211536.585,78746119203.744,0.11779896749685106,11.779896749685106
PRT,2018,11615272556.879,95629298715.055,0.12146144239213581,12.146144239213582
PRT,2019,10185022855.613,89541379731.222,0.11374654808967173,11.374654808967174
PRT,2020,6726035442.529,77834419563.82,0.08641466693297578,8.641466693297579
PRT,2021,11253105852.233,98337110276.911,0.11443396923648637,11.443396923648637
PRT,2022,19344343341.128,116009801908.376,0.16674749049572613,16.67474904957261
PRT,2023,13290891964.68,113690524448.707,0.11690413100940847,11.690413100940846
PRT,2024,12131251016.857,112644590718.852,0.10769492737680776,10.769492737680777
PRY,2015,1409165237.0,10291213118.0,0.1369289724002779,13.69289724002779
PRY,2016,1172068801.0,9750225849.0,0.12020940018740278,12.020940018740278
PRY,2017,1383165808.0,11873407129.0,0.11649274660360212,11.649274660360213
PRY,2018,1840353381.0,13333951365.0,0.13802010601528844,13.802010601528844
PRY,2019,1635521764.0,12543968779.0,0.1303831181992453,13.03831181992453
PRY,2020,1263940093.0,10216357778.0,0.12371728951405563,12.371728951405563
PRY,2021,1772400535.0,13559726270.0,0.13071064265665297,13.071064265665298
PRY,2022,2585175204.47,15879584456.7,0.1627986684109513,16.27986684109513
PRY,2023,2107025071.586,16104641636.676,0.13083340313438294,13.083340313438294
PRY,2024,2089070693.09,15932631517.484,0.1311189988168317,13.11189988168317
PSE,2015,1133520152.0,5225466656.0,0.21692228208909653,21.692228208909654
PSE,2016,1074711812.0,5363768017.0,0.20036508077787735,20.036508077787733
PSE,2017,1135325937.042,5853849921.214,0.193945173231662,19.3945173231662
PSE,2018,1260127082.553,6539589522.19,0.19269207620404352,19.26920762040435
PSE,2019,1245658505.26,6613453678.02,0.18835219325720556,18.835219325720555
PSE,2020,1020813126.59,6063434636.806,0.16835559179503712,16.83555917950371
PSE,2021,1280631124.26,7829112452.61,0.16357296334823682,16.357296334823683
PSE,2022,2221230270.92,9088632136.056,0.24439654258951007,24.43965425895101
PSE,2023,1752761704.529,8270533700.366,0.21192848829712577,21.192848829712577
PYF,2015,189601847.0,1526806046.0,0.12418201217943042,12.418201217943043
PYF,2016,135396794.516,1526760526.904,0.0886824044308774,8.868240443087739
PYF,2017,174990223.666,1665697360.151,0.10505523263249734,10.505523263249735
PYF,2018,217477259.687,2264500073.102,0.09603764745703505,9.603764745703506
PYF,2019,211537778.197,2118985633.636,0.09982973685103239,9.98297368510324
PYF,2020,162761264.96,1714131452.019,0.09495261566333824,9.495261566333824
PYF,2021,205365729.584,2003095977.252,0.10252415856065787,10.252415856065786
PYF,2022,329290120.335,2220194958.049,0.14831585809219397,14.831585809219398
PYF,2023,7097543.825,2302657016.743,0.0030823278384025867,0.30823278384025865
PYF,2024,8558478.415,2289643543.85,0.0037379086530687877,0.3737908653068788
QAT,2015,379536167.015,32611240989.987,0.011638200678457262,1.1638200678457262
QAT,2016,302737236.615,32060032933.201,0.009442823631709025,0.9442823631709025
QAT,2017,464694094.761,29896356991.201,0.015543502337016088,1.5543502337016089
QAT,2018,442269207.33,31695930258.614,0.013953501402906594,1.3953501402906594
QAT,2019,524541164.48,29178064574.181,0.01797724325225308,1.797724325225308
QAT,2020,213258681.307,25834885666.383,0.00825467873405368,0.825467873405368
QAT,2021,283476192.275,27985403213.758,0.010129430335870212,1.012943033587021
QAT,2022,577577020.877,33479012251.151,0.017251913423973343,1.7251913423973344
QAT,2023,745818224.935,31431140740.145,0.023728640048447675,2.3728640048447676
QAT,2024,2228997379.112,35799697130.962,0.06226302337022322,6.2263023370223225
ROU,2015,4489896524.0,69857682405.0,0.06427205096742,6.427205096742
ROU,2016,4210014737.0,74604616829.0,0.05643102150969698,5.643102150969698
ROU,2017,5604456552.14,85318177451.14,0.06568889209277308,6.568889209277308
ROU,2018,7378659008.81,97877632897.85,0.07538656984594977,7.538656984594977
ROU,2019,7407204367.91,96644318708.62,0.07664397107751901,7.664397107751901
ROU,2020,4821623721.09,92056306061.86,0.05237689765489792,5.237689765489792
ROU,2021,8776428992.23,116401944588.41,0.07539761490465562,7.539761490465562
ROU,2022,16181106482.09,132699562701.94,0.12193790358175341,12.193790358175342
ROU,2023,11254439983.72,131962913075.36,0.08528487073707544,8.528487073707543
ROU,2024,11224367164.57,136519363524.29,0.0822181328333905,8.22181328333905
RUS,2015,2990715477.0,182781964814.0,0.016362202255804446,1.6362202255804446
RUS,2016,1501786419.66,207440504392.6,0.007239600694460966,0.7239600694460966
RUS,2017,2029477976.45,259966680280.2,0.0078066849730995015,0.7806684973099501
RUS,2018,2096045235.3,240225755863.79,0.008725314351756998,0.8725314351756999
RUS,2019,1954210881.78,247161342900.21,0.007906620262089293,0.7906620262089292
RUS,2020,1699289513.686,231664185422.99,0.007335141211332726,0.7335141211332726
RUS,2021,2279022581.117,293497128020.043,0.007765059223889117,0.7765059223889117
RWA,2015,427253493.668,2370138191.612,0.1802652246945198,18.02652246945198
RWA,2016,425068781.881,2546668712.33,0.16691169127063085,16.691169127063084
RWA,2017,497677723.048,2700353144.339,0.18430097711157808,18.43009771115781
RWA,2018,565926029.011,2828104496.991,0.2001078919159899,20.01078919159899
RWA,2019,534206926.61,3189416682.47,0.16749361397216084,16.749361397216084
RWA,2020,396010231.85,3706644566.69,0.10683792975694822,10.683792975694823
RWA,2021,411782416.23,3736702299.76,0.11019941734626487,11.019941734626487
RWA,2022,786115906.97,5124655978.4,0.15339876672373978,15.339876672373979
S19,2015,37570960899.0,228508285711.0,0.1644183745114473,16.441837451144732
S19,2016,31868491463.0,230930098259.0,0.1380005971645058,13.80005971645058
S19,2017,40503469336.44,259609174581.87,0.15601709531905192,15.601709531905191
S19,2018,51267942893.83,286194740458.68,0.1791365655835032,17.91365655835032
S19,2019,44349483517.78,285931193664.18,0.1551054397019288,15.510543970192881
S19,2020,29731444498.896,287429187097.225,0.10343919766519441,10.343919766519441
S19,2021,49760530760.392,382555002402.232,0.13007418658212186,13.007418658212186
S19,2022,78240836827.27,436551017046.56,0.17922495601224378,17.922495601224377
S19,2023,56881237653.782,358505331667.303,0.15866218052948913,15.866218052948913
S19,2024,53470347748.21,394033333998.31,0.13570006173244045,13.570006173244046
SAU,2015,1222426026.716,174785637598.386,0.0069938585544702,0.69938585544702
SAU,2016,1747205117.337,140169249878.01,0.012464967308147836,1.2464967308147836
SAU,2017,3029344967.203,134519129744.819,0.022519807948130702,2.25198079481307
SAU,2018,4180550704.169,137064682752.016,0.030500568200582005,3.0500568200582006
SAU,2019,4321213962.636,153133596340.193,0.02821858864358043,2.821858864358043
SAU,2020,4581551885.995,137982116216.58,0.03320395433567411,3.320395433567411
SAU,2021,7389487772.329,152695089252.489,0.04839374866935053,4.839374866935053
SAU,2022,14271478814.413,189865321359.5,0.07516632691122517,7.516632691122517
SAU,2023,15255838341.271,206939797105.705,0.07372114283787717,7.372114283787718
SAU,2024,13153766550.622,232806269040.91,0.056500912130981094,5.65009121309811
SDN,2015,222420681.0,8413439462.0,0.026436356023547984,2.643635602354798
SDN,2016,715002608.0,10275537136.0,0.06958299099470064,6.9582990994700635
SDN,2017,881498242.0,10276864989.0,0.08577501435929392,8.577501435929392
SDN,2018,1359241362.0,10483740855.0,0.1296523236123047,12.96523236123047
SEN,2015,1315999733.0,5595354746.0,0.23519504888242881,23.51950488824288
SEN,2016,1084869030.0,5477912190.0,0.19804425342568333,19.804425342568333
SEN,2017,1477454752.118,6745362014.951,0.21903268480523985,21.903268480523984
SEN,2018,2255997490.242,8071410856.072,0.2795047272986788,27.950472729867883
SEN,2019,2105609967.831,8143734073.756,0.25855583553698536,25.855583553698537
SEN,2020,1809212109.843,7812455324.343,0.23158047434916348,23.158047434916348
SEN,2021,2450805577.651,9699022129.071,0.2526858424526293,25.268584245262932
SEN,2022,3817842182.504,12064632482.711,0.31644910758575434,31.644910758575435
SEN,2023,3525791583.396,11879388061.947,0.2967990914186982,29.67990914186982
SEN,2024,3590505194.446,11389049264.776,0.3152594313162468,31.52594313162468
SGP,2015,64578597155.398,308121655073.491,0.20958798608294885,20.958798608294885
SGP,2016,51045243300.652,291908368784.572,0.17486735139931298,17.486735139931298
SGP,2017,72331698761.034,327507524337.627,0.22085507472636676,22.085507472636674
SGP,2018,87875978262.075,370503520526.988,0.23717987385675596,23.717987385675595
SGP,2019,75266877960.335,358974637219.11,0.20967185465638846,20.967185465638845
SGP,2020,49086880201.008,328624455636.331,0.14937074633097153,14.937074633097152
SGP,2021,75341462776.422,406318349182.047,0.1854247117514892,18.54247117514892
SGP,2022,105234516245.008,475412874146.485,0.22135394720628235,22.135394720628234
SGP,2023,87325931466.707,422419822234.11,0.20672782589807054,20.672782589807053
SGP,2024,87330522845.142,457524464485.136,0.19087618176531232,19.087618176531233
SLB,2015,74662359.0,465830232.0,0.16027804524288583,16.027804524288584
SLB,2016,73039429.0,453853633.0,0.16093168301243937,16.09316830124394
SLB,2017,80006193.772,571770024.748,0.13992722652304423,13.992722652304423
SLB,2018,101508677.853,601388529.174,0.1687905121709271,16.879051217092712
SLE,2015,478209957.0,1759408505.0,0.27180154900979064,27.180154900979066
SLE,2016,64979183.0,957927386.0,0.06783309878145607,6.783309878145608
SLE,2017,8429964.49,1073617079.082,0.007851928452188997,0.7851928452188998
SLE,2018,13924194.09,986898687.8,0.014109041041527668,1.4109041041527668
SLV,2015,1396690853.59,10293395314.51,0.13568806121933025,13.568806121933024
SLV,2016,1176893954.32,9825783205.81,0.11977609618173754,11.977609618173753
SLV,2017,1409949106.27,10571509382.68,0.1333725445658699,13.337254456586988
SLV,2018,1843982659.74,11464322435.44,0.1608453242766133,16.08453242766133
SLV,2019,1700491703.41,11602097258.73,0.1465676132072126,14.656761320721259
SLV,2020,1019142954.03,9887884423.01,0.10306986918843451,10.306986918843451
SLV,2021,1925296465.11,14617415472.54,0.13171250887181973,13.171250887181973
SLV,2022,2825148985.51,17108010282.77,0.16513603503940455,16.513603503940455
SLV,2023,2552458835.77,15648326858.96,0.16311384972818996,16.311384972818995
SLV,2024,2366213456.25,15972638157.02,0.1481416803529131,14.814168035291312
SRB,2015,2097059266.0,18210171281.0,0.1151586788306607,11.51586788306607
SRB,2016,1695246690.0,19230912776.0,0.08815216988117444,8.815216988117443
SRB,2017,2301571981.0,22146377217.0,0.10392543929186158,10.392543929186159
SRB,2018,3000084919.0,25882635269.0,0.11591110749813194,11.591110749813193
SRB,2019,2873941133.0,26730093636.0,0.10751706193536807,10.751706193536807
SRB,2020,1926639721.0,26228037382.0,0.07345725846502837,7.345725846502837
SRB,2021,3064040673.0,33793017446.0,0.09067082209797407,9.067082209797407
SRB,2022,7276712254.0,41143747552.0,0.17686070635163323,17.686070635163322
SRB,2023,5558118621.0,39827593654.0,0.139554467419896,13.955446741989599
SRB,2024,4913743317.0,42246657862.0,0.1163108176048125,11.63108176048125
STP,2015,32076687.0,141847245.0,0.2261354247662688,22.61354247662688
STP,2016,22236165.0,139352022.0,0.15956829819089385,15.956829819089386
STP,2017,28558644.252,147049579.311,0.1942109891494513,19.42109891494513
STP,2018,32763846.194,148305957.032,0.2209206349474589,22.09206349474589
STP,2019,34244977.969,147666945.396,0.23190686227824975,23.190686227824976
STP,2020,25433581.877,138041161.357,0.1842463626571791,18.42463626571791
STP,2021,32665021.665,166275006.874,0.19645178357895315,19.645178357895315
STP,2022,57041241.72,196299315.483,0.29058298843095004,29.058298843095002
STP,2023,53782055.316,183563238.117,0.29298924919661884,29.298924919661886
SUR,2015,265154942.331,1904483138.791,0.1392267208515824,13.922672085158238
SUR,2016,179414781.456,1174910338.641,0.15270508357559115,15.270508357559114
SUR,2017,132259431.661,1208805086.387,0.1094133646114201,10.94133646114201
SUR,2018,120744217.565,1526897522.154,0.07907814101018756,7.907814101018756
SUR,2019,224312416.681,1711449972.454,0.1310657163757844,13.10657163757844
SUR,2020,198776732.587,1533106968.764,0.12965614052831226,12.965614052831226
SUR,2021,133889083.5,1381165987.58,0.09693916929897238,9.693916929897238
SUR,2022,161570627.16,1803200189.5,0.08960215737599334,8.960215737599334
SUR,2023,202973037.688,1697155191.888,0.11959603851089344,11.959603851089344
SUR,2024,225332747.177,1750570364.012,0.12871961722268443,12.871961722268443
SVK,2015,5986898742.783,73104846424.613,0.08189469010042712,8.189469010042712
SVK,2016,4890616609.556,74941126942.511,0.06525944843754085,6.525944843754085
SVK,2017,6146524878.379,81872734015.513,0.07507413734607146,7.507413734607146
SVK,2018,7273561781.711,89636584642.377,0.08114501250499807,8.114501250499808
SVK,2019,6960490143.323,90915779957.205,0.07655975834557405,7.655975834557404
SVK,2020,5306928265.513,84998491746.844,0.062435558048711454,6.2435558048711455
SVK,2021,8981945351.47,105141762064.531,0.08542700041451949,8.54270004145195
SVK,2022,16240415186.151,115784469709.566,0.14026419283076988,14.026419283076988
SVK,2023,9942540768.737,115363878782.614,0.08618417544257707,8.618417544257708
SVK,2024,9364498968.968,115675104865.238,0.08095518028600607,8.095518028600607
SVN,2015,2759442791.0,25870229469.0,0.10666479763183426,10.666479763183426
SVN,2016,2178531755.15,26690369758.47,0.08162238945598191,8.16223894559819
SVN,2017,2872141313.39,31149443532.62,0.09220522062881366,9.220522062881367
SVN,2018,3409272130.66,36267337521.5,0.09400392649829659,9.400392649829659
SVN,2019,3766386184.41,38162054184.9,0.09869453479001367,9.869453479001367
SVN,2020,2058713083.39,36512669081.431,0.05638352755857516,5.638352755857516
SVN,2021,3666068858.392,49067424644.125,0.07471492308759169,7.471492308759169
SVN,2022,8020971471.507,59576307658.913,0.13463357812351787,13.463357812351786
SVN,2023,5562546640.833,61689903069.76,0.09016948259008896,9.016948259008895
SVN,2024,5150103819.587,75069201938.715,0.06860474983857484,6.860474983857484
SWE,2015,13516604984.205,137987266923.559,0.09795545114820495,9.795545114820495
SWE,2016,12455809098.203,140695015251.435,0.08853056432698285,8.853056432698285
SWE,2017,15463000665.316,153934736436.529,0.10045166557771558,10.045166557771559
SWE,2018,20227502623.559,170252578955.795,0.11880878837559894,11.880878837559894
SWE,2019,16774210627.918,158958177893.649,0.10552593676017594,10.552593676017594
SWE,2020,11645146605.286,149436257458.816,0.07792718315697482,7.792718315697482
SWE,2021,18192271749.628,187319607120.962,0.09711888696136493,9.711888696136493
SWE,2022,28513490713.651,202997376050.399,0.14046236098427126,14.046236098427126
SWE,2023,21589488481.636,193241452517.41,0.11172286380786185,11.172286380786185
SWE,2024,19542394168.413,188973114794.026,0.10341362150755422,10.341362150755423
SWZ,2015,177778265.119,1508409898.769,0.11785806050734833,11.785806050734832
SWZ,2016,168362998.649,1536545214.299,0.10957243371833367,10.957243371833366
SWZ,2017,181507517.14,1611784444.301,0.11261277386177797,11.261277386177797
SWZ,2018,273634120.122,1857539457.961,0.14730999061649278,14.730999061649278
SWZ,2019,297589307.82,1832435797.7,0.1624009464307138,16.24009464307138
SWZ,2020,240424388.17,1605273327.08,0.1497716208910872,14.97716208910872
SWZ,2021,363494803.03,2122858884.91,0.1712289053284908,17.12289053284908
SWZ,2022,359507626.31,2123791695.7,0.16927631228518697,16.927631228518695
SWZ,2023,381738573.76,2038538969.12,0.187260866504205,18.726086650420502
SYC,2015,173462156.106,976609182.679,0.17761675722745582,17.761675722745583
SYC,2016,192340891.484,1532845668.14,0.1254796196915193,12.54796196915193
SYC,2017,213746051.049,3452594830.878,0.061908813955631185,6.190881395563118
SYC,2018,296247799.636,1745336917.025,0.16973674065232447,16.973674065232448
SYC,2019,231459894.276,1438003981.558,0.1609591470151742,16.09591470151742
SYC,2020,158521446.574,2044950086.081,0.07751849184631932,7.751849184631931
